,brewery_id,brewery_name,review_time,review_overall,review_aroma,review_appearance,review_profilename,beer_style,review_palate,review_taste,beer_name,beer_abv,beer_beerid
1144117,293,Bass Brewers Limited,1160280329,4.0,3.0,3.0,SudNut,English Pale Ale,3.0,3.5,Bass Pale Ale,5.0,811
860317,13307,Mikkeller ApS,1286811630,2.5,3.0,3.5,thecarster1,American IPA,3.0,3.0,Nelson Sauvin Single Hop IPA,6.9,48458
131162,5318,Port Brewing Company / Pizza Port,1279770472,4.0,4.0,4.0,kshankar,American IPA,4.0,4.5,High Tide Fresh Hop IPA,6.5,33467
794811,16456,Cody Brewing Company,1298055783,4.5,4.5,4.5,beerdude63,American Brown Ale,4.0,5.0,Wheelers Brown,5.7,62905
298013,35,Boston Beer Company (Samuel Adams),1270739955,4.0,3.5,3.5,MrIncognito,Dunkelweizen,3.0,3.5,Samuel Adams Dunkelweizen,5.1,38366
1004777,637,Brasserie Dupont sprl,1116902099,5.0,5.0,4.5,silenius,Saison / Farmhouse Ale,5.0,4.5,Avec Les Bons Voeux,9.5,1716
484735,388,Brasserie Cantillon,1315529633,4.5,4.5,4.0,Doodler,Lambic - Fruit,4.0,4.0,Cantillon Pinot D'Aunis,6.0,59064
330182,709,Slavutych Brewery,1052427259,4.0,3.5,3.5,mickeymac,Euro Pale Lager,3.5,3.5,Lvivske Premium,4.7,7968
245199,1879,Garrison Brewing Company,1158521673,3.5,3.5,4.0,Mandrake,English Brown Ale,3.0,3.0,Nut Brown Ale,5.0,5126
1040890,173,Hair of the Dog Brewing Company / Brewery and Tasting Room,1233382790,4.5,4.5,4.0,Tdizzle,American Double / Imperial IPA,4.0,4.0,Blue Dot Double India Pale Ale,7.0,25265
565872,33,Berkshire Brewing Company Inc.,1227279874,4.0,4.0,4.0,Pauly2X,Maibock / Helles Bock,4.0,4.5,Berkshire Maibock Lager,6.5,923
528560,727,Asia Pacific Breweries Ltd.,1162956074,4.5,4.0,2.0,russpowell,American Adjunct Lager,4.0,3.5,Tiger Beer,5.0,2176
909906,764,Blue Point Brewing Company,1212206604,4.0,4.0,4.0,Atron67,American IPA,4.0,4.0,Hoptical Illusion,6.8,20168
65047,711,Alley Kat Brewing Company,1195870150,4.5,5.0,3.5,nafnikufesin,American Porter,3.5,5.0,Sherbrooke Chocolate Cherry Ostiarius,6.5,39743
1580829,429,Alaskan Brewing Co.,1184210838,3.0,2.5,3.0,Tallboy,Altbier,3.0,3.0,Alaskan Amber,5.3,1309
679721,741,"Lakefront Brewery, Inc.",1242184607,3.5,2.0,3.0,DiabolikDUB,Bock,3.5,3.0,Bock Beer,6.7,3479
737266,256,Lost Coast Brewery and Cafe,1037648049,4.0,4.5,4.5,Tim,Oatmeal Stout,4.0,4.0,8 Ball Stout,6.3,5045
216903,13667,Starr Hill Brewery,1219208056,4.0,4.0,4.5,blackie,Hefeweizen,4.0,4.0,The Love,4.6,40524
1163770,10099,Dogfish Head Brewery,1138935001,4.5,4.0,4.5,burnstar,American Pale Ale (APA),3.5,3.5,Shelter Pale Ale,5.0,1079
1360336,220,Lagunitas Brewing Company,1246385845,3.0,4.0,4.0,schmitter,American Double / Imperial IPA,3.5,4.5,Maximus,8.2,1372
482150,388,Brasserie Cantillon,1274484980,4.0,4.0,4.5,biboergosum,Lambic - Fruit,4.5,4.5,Cantillon Saint Lamvinus,6.0,8954
675126,11036,Foothills Brewing Company,1249887586,4.0,4.0,5.0,Technik,Maibock / Helles Bock,4.5,4.0,Gruffmeister 8,8.0,28691
1261608,112,North Coast Brewing Co.,1051555037,4.0,3.0,3.0,dwarbi,American Pale Wheat Ale,4.0,3.5,Blue Star Great American Wheat Beer,4.5,407
900750,147,Stone Brewing Co.,1231104541,4.5,4.0,4.5,awinckles,Winter Warmer,4.5,5.0,Special Holiday Ale,9.0,46085
1208936,898,Heavy Seas Beer,1274546070,4.5,4.5,4.5,happilysurly,American IPA,4.5,4.5,Heavy Seas - Loose Cannon (Hop3 Ale),7.25,25755
1555883,345,Victory Brewing Company,1236210748,3.0,3.5,3.5,BeardedBoffin,American Double / Imperial IPA,3.5,4.0,Hop Wallop,8.5,14916
784964,1178,Great Waters Brewing,1248659359,4.5,3.5,4.0,Ragingbull,English Brown Ale,4.0,4.5,Brown Trout Brown Ale,5.8,4123
1477491,1533,O'Hanlon's Brewing Co. Ltd.,1282912047,4.0,4.5,4.5,checkfeet,Old Ale,4.5,4.5,Thomas Hardy's Ale (2003-2008),11.9,16858
313314,35,Boston Beer Company (Samuel Adams),1252870272,4.0,3.0,4.0,bamadog,American Pale Ale (APA),4.0,4.5,Samuel Adams Boston Ale (Stock Ale),4.94,1193
929554,287,"Bell's Brewery, Inc.",1265517386,4.0,4.5,3.0,CampusCrew,Tripel,4.0,4.5,Bell's Sparkling Ale,9.0,2766
1247129,24494,HardTail Brewing,1294000006,3.5,2.5,4.5,BeerFMAndy,American Amber / Red Lager,3.5,3.5,HardTail Amber Lager,5.5,64983
224035,158,Great Divide Brewing Company,1203783654,4.0,4.0,4.5,tytoanderso,Russian Imperial Stout,4.0,4.0,Yeti Imperial Stout,9.5,12013
899151,147,Stone Brewing Co.,1255053160,4.0,4.0,2.5,alpinebryant,American Porter,3.5,3.5,Stone Smoked Porter,5.9,90
984130,751,Big Sky Brewing Company,1273019042,2.5,4.0,4.0,semibaked,American IPA,2.0,3.0,Big Sky IPA,6.2,5554
1136648,863,Russian River Brewing Company,1240112101,5.0,5.0,5.0,aglose45,American Double / Imperial IPA,5.0,5.0,Pliny The Younger,11.0,21690
633908,16105,Mayflower Brewing Company,1297105296,4.5,4.5,4.0,rowingbrewer,Russian Imperial Stout,4.0,3.5,Mayflower Imperial Stout,10.5,65313
223578,158,Great Divide Brewing Company,1269144841,4.5,4.5,4.0,sitarist,Russian Imperial Stout,4.0,4.5,Yeti Imperial Stout,9.5,12013
353861,306,Coors Brewing Company,1192481983,3.0,3.5,3.5,Monkeyknife,Pumpkin Ale,3.0,3.0,Blue Moon Harvest Moon Pumpkin Ale,5.7,100
1203296,700,Elysian Brewing Company,1151782198,4.0,4.5,4.0,weeare138,Saison / Farmhouse Ale,4.0,4.0,Saison Elysee,6.72,2027
333974,434,Cervejaria Sul Brasileira,1279838619,3.5,3.0,3.0,mustinsmitty,Schwarzbier,3.0,3.5,Xingu Black Beer,4.7,1314
195286,1627,Eel River Brewing Co.,1098558587,4.0,4.0,4.0,merlin48,American Amber / Red Ale,4.0,3.5,Certified Organic Amber Ale,4.75,4557
445068,590,New Glarus Brewing Company,1182571377,4.0,4.0,4.0,Viggo,Dunkelweizen,4.0,4.0,Copper Kettle Weiss,5.5,2903
495226,132,Rogue Ales,1231212365,4.5,3.5,4.0,kush6875,American Amber / Red Ale,4.0,4.0,Santa's Private Reserve Ale,6.0,1173
132773,5318,Port Brewing Company / Pizza Port,1265131477,4.5,4.0,4.0,drabmuh,American Wild Ale,4.5,4.0,Le Woody Brune,,26956
1308133,29,Anheuser-Busch,1199969341,2.0,2.0,2.0,PhillyCop,American Adjunct Lager,2.0,2.0,Natural Ice,5.9,653
1292372,15711,HaandBryggeriet,1313871382,4.0,4.0,4.0,optimator13,Flanders Oud Bruin,4.0,4.0,Haandbakk,8.5,44715
815857,99,Matt Brewing Company,1221001812,3.0,3.0,3.0,marlinsfan4,American Pale Wheat Ale,2.0,4.0,Saranac Pomegranate Wheat,4.7,36028
1279389,18639,Rapscallion,1120947087,4.0,4.5,4.0,clvand0,American Blonde Ale,4.5,4.0,Rapscallion Premier,7.0,3548
922580,75,Grupo Modelo S.A. de C.V.,1249948887,2.5,2.5,2.0,KenOnBass,American Adjunct Lager,2.0,2.5,Pacífico,4.8,2755
1258023,112,North Coast Brewing Co.,1236312210,4.5,3.5,4.0,BeenJammin,American Pale Ale (APA),3.5,4.0,ACME California Pale Ale,5.0,406
689184,252,Bayerische Staatsbrauerei Weihenstephan,1224430531,4.5,4.5,4.0,erosier,Dunkelweizen,4.5,4.5,Weihenstephaner Hefeweissbier Dunkel,5.3,808
1529952,45,Brooklyn Brewery,1258006490,4.0,3.0,4.0,DylanEllis,Russian Imperial Stout,5.0,4.5,Brooklyn Black Chocolate Stout,10.0,680
812443,99,Matt Brewing Company,1206671944,4.0,4.0,4.0,Lexluthor33,Schwarzbier,4.0,4.5,Saranac Black Forest,5.5,321
877542,147,Stone Brewing Co.,1171488765,3.5,3.0,4.0,westweasel,American IPA,4.0,3.5,Stone IPA (India Pale Ale),6.9,88
796986,187,Brouwerij Lindemans,1198232941,4.5,3.0,5.0,AKBelgianBeast,Lambic - Fruit,4.5,4.5,Lindemans Framboise,2.5,599
168286,610,Bear Republic Brewing Co.,1147033087,4.0,4.0,4.5,kdmorse,American IPA,4.5,4.0,Racer 5 India Pale Ale,7.0,2751
1352865,9969,Rahr & Sons Brewing Company,1141663458,4.0,3.5,4.0,briman,Schwarzbier,4.0,3.5,Ugly Pug Black Lager,4.5,21192
1144367,863,Russian River Brewing Company,1214594517,4.0,3.0,4.0,kleffman,Saison / Farmhouse Ale,4.0,3.5,Fleurette,4.88,42641
1476496,7713,Hövels Hausbrauerei,1292266557,3.0,3.0,3.0,epicness,Altbier,3.0,3.5,Hövels Original Bitterbier,5.5,21905
854370,13307,Mikkeller ApS,1314839696,4.5,4.5,3.0,laituegonflable,Czech Pilsener,3.5,4.0,Vesterbro Pilsner,5.6,59640
1301135,29,Anheuser-Busch,1278683891,3.0,2.5,3.0,djbreezy,Light Lager,2.5,2.5,Bud Light,4.2,1320
1192016,10099,Dogfish Head Brewery,1157031061,3.0,4.0,4.5,jarsh,American Double / Imperial IPA,4.0,4.0,120 Minute IPA,18.0,9086
484508,388,Brasserie Cantillon,1166042598,3.5,4.5,4.5,Callenak,Lambic - Fruit,4.5,5.0,Cantillon Lou Pepe - Kriek,5.0,3659
59775,16866,The Bruery,1291006822,4.5,4.0,4.0,Gobzilla,American Pale Ale (APA),4.0,4.0,Humulus Session,4.5,63149
591628,1549,Goose Island Beer Co.,1209335252,3.0,4.5,4.0,BMoney575,American Double / Imperial Stout,4.0,4.5,Bourbon County Brand Stout,14.5,10672
538205,2372,Terrapin Beer Company,1307585570,4.5,4.5,4.0,mdaschaf,American Double / Imperial Stout,4.0,4.0,Terrapin Coffee Oatmeal Imperial Stout,8.1,21950
934554,287,"Bell's Brewery, Inc.",1325974835,4.5,3.5,4.0,unclejazz,American IPA,4.5,4.5,Two Hearted Ale,7.0,1093
1267269,112,North Coast Brewing Co.,1257718976,4.0,4.5,4.5,cindyjeffsmith,Old Ale,4.0,4.5,Old Stock Ale,11.9,1867
1399205,1532,Golden City Brewery,1176065050,4.5,5.0,4.5,Mebuzzard,American Double / Imperial IPA,4.5,5.0,Stand Up Double IPA,9.5,27773
718680,804,Brasserie de Silly S.A.,1319327812,4.0,4.0,3.5,Offa,Scotch Ale / Wee Heavy,4.0,4.5,Scotch Silly,8.0,2489
385775,184,Bierbrouwerij De Koningshoeven B.V.,1275523324,4.0,3.0,2.0,jpittman80,Tripel,4.0,4.0,La Trappe Tripel (Koningshoeven / Dominus),8.0,658
1054399,718,Brouwerij Bavik,1245266717,3.5,3.5,4.0,rtepiak,Flanders Oud Bruin,4.0,4.0,Petrus Oud Bruin,5.5,2479
483728,388,Brasserie Cantillon,1320981634,4.0,3.5,4.5,GoGriz,Lambic - Fruit,4.5,4.0,Cantillon Mamouche,5.0,53958
1034000,39,Privatbrauerei Franz Inselkammer KG / Brauerei Aying,1168494176,3.5,3.5,3.5,Josh311,Märzen / Oktoberfest,4.0,3.0,Ayinger Oktober Fest-Märzen,5.8,1361
497443,132,Rogue Ales,1287619555,3.5,3.0,5.0,kjyost,American IPA,4.0,3.5,Brutal Bitter Ale,5.8,361
1528518,45,Brooklyn Brewery,1155149517,4.5,5.0,4.5,rarevos,Russian Imperial Stout,4.5,4.5,Brooklyn Black Chocolate Stout,10.0,680
1093452,1445,Barley Island Brewing Company,1139712548,4.0,4.0,4.0,Pegasus,American Porter,4.0,4.0,Bourbon Barrel Aged Porter,,18440
882491,147,Stone Brewing Co.,1272335863,3.5,4.0,4.0,yemenmocha,American Strong Ale,4.0,4.5,Stone 13th Anniversary Ale,9.5,50795
811591,99,Matt Brewing Company,1040661906,2.0,2.5,2.5,maxpower,Milk / Sweet Stout,2.0,2.5,Saranac Stout,5.4,1465
816414,99,Matt Brewing Company,1208717792,3.0,3.5,3.5,Hoagie1973,American Brown Ale,2.0,3.5,Saranac Brown Ale,6.0,33399
1030041,12351,Lightning Brewery,1310071859,2.5,2.5,2.5,AgentZero,American Malt Liquor,3.0,2.0,Ionizer Lager,8.3,43639
1233389,367,"Boon Rawd Brewery Co., Ltd",1111699400,3.5,2.0,3.0,stewdawg,Euro Pale Lager,3.0,3.0,Singha,5.0,976
1120724,141,Smuttynose Brewing Company,1224110572,4.0,3.5,4.0,cvstrickland,American Pale Ale (APA),4.0,4.0,Smuttynose Shoals Pale Ale,5.4,186
85080,140,Sierra Nevada Brewing Co.,1119828233,3.5,4.0,4.5,danielharper,American IPA,3.5,3.5,Sierra Nevada Celebration Ale,6.8,1904
1194574,10099,Dogfish Head Brewery,1273004479,3.5,4.0,4.5,FreshHawk,American Brown Ale,4.0,4.0,Palo Santo Marron,12.0,33832
643937,30,Avery Brewing Company,1239929502,3.5,4.0,4.0,JoeBloe,English Barleywine,4.0,4.0,Samael's Ale,16.45,24357
1089197,812,Marin Brewing Company,1155177184,2.0,2.0,2.0,DogFood11,Hefeweizen,2.0,2.5,Hefe Doppelweizen,6.9,6836
46489,1,"Plzensky Prazdroj, a. s.",1180202439,4.0,3.0,3.0,albern,Czech Pilsener,4.0,4.0,Pilsner Urquell,4.4,429
910786,764,Blue Point Brewing Company,1210872408,3.5,3.5,3.5,rhoadsrage,Fruit / Vegetable Beer,3.5,3.5,Blue Point Blueberry,4.6,18207
1121912,141,Smuttynose Brewing Company,1002104267,4.0,4.0,4.0,xXTequila,American Brown Ale,3.0,3.0,Smuttynose Old Brown Dog Ale,6.5,184
353328,306,Coors Brewing Company,1306880487,2.5,3.0,4.0,TheHopMonster,Witbier,3.0,3.0,Blue Moon Belgian White,5.4,1212
853867,13307,Mikkeller ApS,1274608137,3.5,4.5,4.0,mdagnew,American Double / Imperial Stout,4.0,4.5,Black (黑),17.5,41092
235036,1628,Southampton Publick House,1290709913,4.5,4.0,3.5,koopa,Eisbock,4.0,4.5,Double Ice Bock,18.0,9966
219235,158,Great Divide Brewing Company,1141023442,3.0,4.5,4.0,Dertbert,Old Ale,4.0,4.0,Hibernation Ale,8.7,1446
1292810,565,Michigan Brewing Company,1260558282,3.0,3.0,4.0,RJUGA03,Belgian Strong Pale Ale,4.0,3.5,Celis Grand Cru,8.0,9584
702306,923,Ska Brewing Co.,1138120011,3.5,3.0,3.0,Jredner,American Porter,3.0,3.0,Ten Pin Porter!,5.5,2942
1134943,863,Russian River Brewing Company,1121355048,5.0,5.0,4.5,AdamB84,American Double / Imperial IPA,5.0,5.0,Pliny The Elder,8.0,7971
1200166,9629,Short's Brewing Company,1104720929,4.5,4.5,4.5,granger10,American Porter,4.0,4.0,Short's Chocolate Wheat,5.4,17909
1174936,10099,Dogfish Head Brewery,1134538204,5.0,4.5,4.0,swizzle672,American Double / Imperial IPA,4.5,5.0,90 Minute IPA,9.0,2093
961815,254,Oak Pond Brewing Company,1269541697,3.0,3.0,3.5,bishopdc0,English Brown Ale,3.0,4.5,OPB Nut Brown Ale,,715
1144198,863,Russian River Brewing Company,1199589737,4.5,4.5,4.0,IdentityAles,Belgian Strong Dark Ale,4.0,5.0,Salvation,9.0,13742
864879,4154,Klosterbrauerei Reutberg,1119832350,4.5,3.5,4.5,ncbrewerbun,Munich Dunkel Lager,3.0,3.5,Reutberger Export Dunkel,5.3,16103
928757,287,"Bell's Brewery, Inc.",1110808271,3.5,4.5,4.0,unit555,American Amber / Red Ale,3.5,4.0,Bell's Amber Ale,5.8,794
381010,870,Moylan's Brewery,1207713367,4.0,3.5,3.5,d0ggnate,American Double / Imperial IPA,5.0,4.5,Hopsickle Imperial India Pale Ale,9.2,25259
796403,187,Brouwerij Lindemans,1120871840,2.0,3.5,3.5,ViveLaChouffe,Gueuze,2.0,2.5,Lindemans Gueuze,4.0,3566
1540134,1492,Microbrasserie Nouvelle-France,1284583930,1.0,2.0,4.0,spinrsx,American Amber / Red Ale,2.5,2.0,Messagère Rousse,5.0,51368
754616,11207,Maui Brewing Co. (Brewpub),1244465101,4.5,4.0,3.5,Kadonny,American Porter,4.0,4.0,CoCoNut Porter,5.7,34850
1349826,22536,Airways Brewing Company,1319291541,3.5,2.5,4.0,barleywinefiend,American IPA,3.5,3.5,Delta Hag,,74401
537525,2372,Terrapin Beer Company,1289355766,3.0,2.5,3.5,scottfrie,American IPA,2.5,4.0,Terrapin Hopsecutioner,7.3,53886
1498860,640,El Toro Brewing Co.,1173574508,3.5,3.5,3.5,dirtylou,Oatmeal Stout,3.5,3.5,El Toro Negro Oatmeal Stout,,1738
911812,9877,Rush River Brewing Company,1298693830,1.5,3.5,4.0,EliteDigger,American Double / Imperial IPA,4.5,2.5,Double Bubble,9.2,50218
957781,193,Anderson Valley Brewing Company,1299903386,3.0,3.5,4.0,Glibber,American IPA,3.5,3.5,Hop Ottin' IPA,7.0,611
291142,35,Boston Beer Company (Samuel Adams),1221170322,3.5,2.5,3.5,GreenThumb,Märzen / Oktoberfest,3.5,4.0,Samuel Adams Octoberfest,5.3,102
898019,147,Stone Brewing Co.,1286129365,3.5,5.0,4.5,stakem,Russian Imperial Stout,4.0,4.0,Stone Imperial Russian Stout Aged In Bourbon Barrels,11.5,52752
1387305,23954,Ohio Brewing Company,1318102740,3.0,3.5,3.5,Bierguy5,Irish Red Ale,3.0,3.0,Cardinal Ale,5.0,62533
279875,6907,Triple fff Brewing Company,1071525001,2.5,3.0,3.5,BSF,English Bitter,3.0,2.5,Stairway To Heaven,4.6,14894
759043,3620,Tuppers' Hop Pocket Brewing Company,1274026386,3.5,3.5,3.5,Seanibus,American Pale Ale (APA),3.5,3.5,Tuppers' Hop Pocket Ale,6.0,2898
1305103,29,Anheuser-Busch,1269301001,5.0,3.5,2.0,SamN,Light Lager,2.0,3.5,Bud Light Lime,4.2,41821
427337,176,Würzburger Hofbräu AG,1076399423,4.0,3.5,4.5,johnrobe,Dunkelweizen,3.5,3.5,Julius Echter Hefe-Weissbier Dunkel,4.9,616
426186,36,Brasserie Grain d' Orge (Brasserie Jeanne d'Arc SA),1128554777,1.5,2.0,3.5,BeerBeing,Belgian Strong Pale Ale,2.5,2.0,Belzebuth,13.0,114
320099,35,Boston Beer Company (Samuel Adams),1293937899,4.0,4.0,4.5,Tone,American Barleywine,4.0,4.5,LongShot Mile High Barley Wine Ale,9.8,57272
95078,140,Sierra Nevada Brewing Co.,1141846146,3.5,3.5,4.0,PartyHatjo,English India Pale Ale (IPA),3.5,3.0,Sierra Nevada India Pale Ale,6.8,1607
1530059,45,Brooklyn Brewery,1296224817,3.5,3.5,3.5,avalon07,English Barleywine,3.5,3.5,Brooklyn Monster Ale,10.8,2231
1424022,385,Midnight Sun Brewing Co.,1091734808,3.5,3.5,3.5,Gusler,American Brown Ale,3.5,3.5,Kodiak Brown Ale,5.0,1086
138598,17981,Cigar City Brewing,1244448184,3.5,4.0,4.5,thryn,Russian Imperial Stout,4.0,4.5,110K+OT Batch #2 - I.R.I.S.,11.5,49742
576222,2210,Firestone Walker Brewing Co.,1228678057,5.0,3.5,4.5,madtappers,American Pale Ale (APA),5.0,5.0,Pale 31,4.8,5643
1364323,220,Lagunitas Brewing Company,1303033841,4.5,5.0,4.5,godlessape,American Double / Imperial IPA,5.0,4.5,Hop Stoopid,8.0,35738
1269157,203,Greene King / Morland Brewery,1171937976,4.0,3.0,3.0,jvdineen,English Pale Ale,3.5,3.5,The Tanner's Jack,4.4,2564
954860,193,Anderson Valley Brewing Company,1242791289,3.5,3.5,3.5,cjgator3,Tripel,3.5,4.0,Brother David's Triple Abbey Style Ale,10.0,17498
1426202,385,Midnight Sun Brewing Co.,1077564140,4.0,4.0,3.5,francisweizen,American Double / Imperial IPA,4.0,3.5,Cohoho Imperial IPA,8.0,3500
1515908,4686,Hofbräuhaus München,1316370528,3.5,3.5,4.0,StJamesGate,Märzen / Oktoberfest,4.0,3.5,Hofbräu Oktoberfestbier,6.3,2011
1377552,1432,Jackie O's Pub & Brewery,1311212239,4.5,4.5,3.5,ne0m00re,Russian Imperial Stout,4.5,5.0,Dark Apparition - Kopi Lowak,,64468
205905,192,New Belgium Brewing,1314925948,3.5,3.5,4.5,Dreadnaught33,American Wild Ale,2.0,3.5,Lips Of Faith - Clutch Collabeeration,9.5,71774
179934,396,AleSmith Brewing Company,1302743709,4.0,4.0,4.0,birderbeerer,American Double / Imperial Stout,4.0,3.5,AleSmith Speedway Stout,12.0,3833
594571,1549,Goose Island Beer Co.,1264460928,4.5,4.0,3.5,Brez07,Belgian Strong Pale Ale,4.0,4.0,Matilda,7.0,4318
444320,1923,Uerige Obergärige Hausbrauerei GmbH / Zum Uerige,1265344694,4.0,4.0,4.0,CampusCrew,Altbier,4.0,4.0,Uerige Sticke,6.0,16146
611062,15324,Five Seasons North,1234325511,4.5,4.5,4.0,northyorksammy,American Barleywine,4.0,4.0,Cloud Nine Barleywine,,40794
59257,16866,The Bruery,1258904152,3.0,3.0,3.5,Otesanek,Fruit / Vegetable Beer,3.5,4.0,Autumn Maple,10.5,44932
1404481,1853,Sly Fox Brewing Company,1286141837,3.5,4.0,3.0,warriorsoul,American Pale Ale (APA),3.5,4.0,Citra Pale Ale,5.0,62308
1149043,71,Fuller Smith & Turner PLC,1313022506,4.0,3.0,4.0,SWMeyer4141,Extra Special / Strong Bitter (ESB),5.0,4.0,Fuller's ESB,5.9,219
1421719,738,Brasserie Fantôme,1102261959,5.0,4.0,4.0,bditty187,Saison / Farmhouse Ale,4.5,4.5,Fantôme Summer (2002 And Prior),8.0,21025
1009865,143,Spoetzl Brewery,1297983146,4.0,2.5,2.5,midwestbrewers,Light Lager,3.0,2.5,Shiner Light,4.0,12415
610792,10046,Left Coast Brewing Company,1196824081,2.5,2.5,3.5,warmstorage,American Double / Imperial IPA,3.0,2.5,Left Coast Hop Juice,9.7,38515
541626,2372,Terrapin Beer Company,1169847286,3.0,2.0,2.5,witster18,Cream Ale,3.0,3.0,Terrapin Golden Ale,5.0,9777
328021,4300,San Marcos Brewery & Grill,1312848706,3.0,3.5,3.5,HopHead84,American Blonde Ale,3.5,3.5,Pemium Golden Ale,5.7,13860
428531,156,Tommyknocker Brewery,1170035917,2.0,2.5,3.0,Ricochet,American Porter,3.0,2.0,Cocoa Porter Winter Warmer,5.7,33639
940864,287,"Bell's Brewery, Inc.",1284848422,4.5,3.5,3.5,wedge,Berliner Weissbier,3.5,4.0,Bell's Oarsman,4.0,49092
358347,115,"Old Nutfield Brewing Company, Ltd.",987897601,3.5,4.0,3.5,Jason,English India Pale Ale (IPA),3.5,3.5,Frank Jones Ale,4.9,823
559862,423,Boulevard Brewing Co.,1290199916,4.0,4.0,3.5,Haybeerman,Doppelbock,4.0,4.0,Seeyoulator Doppelbock,8.5,52373
1535978,1534,Brouwerij Het Anker,1067958505,3.0,3.5,3.5,Popsinc,Tripel,3.5,3.0,Gouden Carolus Tripel,9.0,5423
764127,144,Sprecher Brewing Company,1028097893,4.0,3.5,4.0,NeroFiddled,Vienna Lager,3.5,4.0,Special Amber,5.0,97
865966,2547,Jack Russell Brewing Company,1232246544,4.0,3.5,3.0,aforbes10,Saison / Farmhouse Ale,3.5,4.0,Jack Russell Jack's Farmhouse Ale,6.7,8801
585256,2015,Golden Valley Brewery and Pub,1285613198,4.0,4.0,4.0,BeerAdvocate,Bière de Champagne / Bière Brut,4.0,4.0,IPA V.S. Brut,9.5,28261
970100,222,Brouwerij Duvel Moortgat NV,1147450257,4.5,4.0,3.0,Pingotas,Belgian Strong Pale Ale,4.0,4.5,Duvel,8.5,695
1179004,10099,Dogfish Head Brewery,1055632464,3.5,3.5,3.5,Stopper,Belgian Strong Dark Ale,3.0,3.0,Raison D'etre,8.0,1180
1246432,209,Guinness Ltd.,1263440436,3.5,3.5,4.0,flagmantho,Irish Dry Stout,3.5,3.5,Guinness 250th Anniversary Stout,5.0,49122
1197817,9629,Short's Brewing Company,1318018529,3.5,3.0,4.0,jamescain,Fruit / Vegetable Beer,3.5,3.5,Short's Key Lime Pie,5.75,56275
988249,10549,Charleville Vineyard Microbrewery,1304732323,3.0,3.0,2.5,BedetheVenerable,Tripel,4.0,3.0,Tripel Wit,9.0,47820
1252663,230,Barrington Brewery & Restaurant,1294796203,3.5,4.0,3.5,Sam21,American Stout,3.0,3.5,Black Bear Stout,,7716
1558644,342,The Caledonian Brewery Company Limited,1003483095,3.0,3.0,3.0,John,English India Pale Ale (IPA),3.0,4.0,McEwan's India Pale Ale,4.7,911
331289,15898,The Lucky Drink Co. Pty Limited,1314755268,3.0,2.0,2.0,Bookseeb,American Adjunct Lager,4.0,3.0,Lucky Beer,4.8,36237
101963,932,Hale's Ales Brewery & Pub,1091668837,3.5,3.5,4.0,BuckeyeNation,American Pale Ale (APA),3.0,3.5,Hale's Pale Ale,5.2,2984
802821,18149,The Lost Abbey,1282808375,4.5,4.5,4.5,HopHead84,American Strong Ale,4.5,4.5,Deliverance,12.5,60886
496318,132,Rogue Ales,1253084008,4.0,4.5,4.0,jxhowell,American Amber / Red Ale,4.0,4.5,Captain Sig's Northwestern Ale,6.2,51071
1180234,10099,Dogfish Head Brewery,1269402616,4.0,4.5,4.0,sitarist,Witbier,4.0,4.0,Red & White,10.0,32435
294225,35,Boston Beer Company (Samuel Adams),1072496727,3.0,3.5,4.5,benmiliron,Winter Warmer,2.0,2.0,Samuel Adams Old Fezziwig Ale,5.9,1881
458210,1032,Five Seasons Prado,1271113996,5.0,4.5,4.5,ekardz,American IPA,5.0,4.5,Hopgasm,6.5,45891
1319846,28,Anchor Brewing Company,1253284892,3.0,4.5,4.0,NightINgale,American Pale Ale (APA),3.0,4.5,Anchor Liberty Ale,6.0,665
851463,417,August Schell Brewing Company,1279575718,4.5,4.0,3.5,gatornation,Hefeweizen,4.0,4.5,Schell's Hefeweizen,4.4,3385
1390550,21982,Asher Brewing Company,1318086531,4.0,3.5,4.0,mastodonj,American IPA,4.5,4.0,Green Bullet Organic IPA,7.2,58794
1522191,45,Brooklyn Brewery,1242788910,4.0,4.5,4.0,SFLpunk,Russian Imperial Stout,4.0,4.5,Brooklyn Black OPS,10.7,40149
1224922,2874,Brasserie St. Feuillien,1264811998,4.0,4.0,4.0,jgasparine,Saison / Farmhouse Ale,4.0,4.0,St. Feuillien Saison,6.5,49728
417270,73,Great Lakes Brewing Company,1262820954,4.0,3.5,4.0,zimm421,Winter Warmer,3.5,4.0,Great Lakes Christmas Ale,7.5,1576
853447,13307,Mikkeller ApS,1310699943,3.5,4.0,3.5,scruffwhor,Russian Imperial Stout,3.5,3.5,Black Hole (Rum Edition),13.1,58635
840843,5316,Full Sail Brewery & Tasting Room & Pub,1155498710,4.0,3.0,3.5,leedorham,American Pale Lager,4.0,4.0,Session Lager,5.1,23713
307164,35,Boston Beer Company (Samuel Adams),1300750294,3.5,3.0,3.0,tetu,Czech Pilsener,4.0,4.5,Samuel Adams Noble Pils,4.9,54904
228773,158,Great Divide Brewing Company,1221153179,2.0,4.0,2.0,ATPete,American Double / Imperial IPA,2.0,3.5,Hercules Double IPA,10.0,17060
1357584,220,Lagunitas Brewing Company,1257129405,4.0,3.0,3.5,Lothore,Czech Pilsener,4.0,3.5,Lagunitas PILS (Czech Style Pilsner),6.2,19589
